aircraft_id,age_y,total_parking_minutes,metar_temperature_c,metar_relative_humidity,metar_dew_point_c,metar_wind_speed_kn,metar_visibility_mi,metar_hour_precipitation,sea_salt_aerosol_003_05_mixing_ratio,sea_salt_aerosol_05_5_mixing_ratio,sea_salt_aerosol_5_20_mixing_ratio,dust_aerosol_003_055_mixing_ratio,dust_aerosol_055_09_mixing_ratio,dust_aerosol_09_20_mixing_ratio,hydrophilic_organic_matter_aerosol_mixing_ratio,hydrophobic_organic_matter_aerosol_mixing_ratio,hydrophilic_black_carbon_aerosol_mixing_ratio,hydrophobic_black_carbon_aerosol_mixing_ratio,sulphate_aerosol_mixing_ratio,ethane,c3h8,isoprene,carbon_monoxide_mass_mixing_ratio,ozone_mass_mixing_ratio,h2o2,formaldehyde,hno3,nitrogen_monoxide_mass_mixing_ratio,nitrogen_dioxide_mass_mixing_ratio,oh,organic_nitrates,specific_humidity,sulphur_dioxide_mass_mixing_ratio,temperature
71a424,3.916666666666591,29204.672222222223,23.567026389447797,79.40921453303355,19.54357895644679,8.98596901278971,5.805404659315559,0.0,1.425191255303576e-10,1.1848755849596817e-08,7.741661789139658e-09,4.3192576062645894e-10,8.049526785788057e-10,6.593588358703298e-10,1.682227041556415e-08,1.1794540540745196e-08,5.508314926440231e-10,1.0361069805111338e-09,6.81853808160023e-09,1.6672663566331283e-09,9.861755297858545e-10,3.482604653227844e-09,2.7076875290659345e-07,6.845752100193362e-08,1.0118916301081095e-09,3.4624039003443106e-09,4.165032830082395e-09,4.3497136958268215e-09,1.9431286521184662e-08,5.351731473820472e-14,3.428302073753123e-09,0.014466783174715685,1.666161722535437e-08,295.1368968396376
71d73e,7.4166666666667425,34381.91177777778,27.467904331525865,79.4907212791569,23.292382445021875,6.084453636424106,5.784840583403025,0.0,1.5075173709895433e-10,1.215570774327927e-08,4.574997745217627e-09,1.317605293510727e-09,2.4883408267278558e-09,2.594084194101686e-09,2.2794824409427765e-08,1.4873840107427683e-08,4.4275538866567575e-10,6.823554214812013e-10,6.4441347490369645e-09,1.893448983115075e-09,9.78455766772687e-10,8.366857647213283e-09,3.162013937915602e-07,5.405143718964825e-08,1.4630459304033172e-09,3.0405939537777936e-09,1.46741162514169e-09,2.5181683306883987e-09,8.77416279440599e-09,5.909432574534176e-14,1.5166083628465712e-09,0.016977594921336103,1.2045776859004888e-08,299.5500792636249
7253db,1.9166666666666667,37205.06726190476,23.55198045277204,76.19582317664775,18.817835425472367,8.380264959153374,5.673729691621672,0.0,1.3846670603720993e-10,1.150691623187873e-08,7.181264244716289e-09,4.045831570152295e-10,7.476195925360712e-10,6.080811015780468e-10,1.6540839406905106e-08,1.1401497708693568e-08,5.49590221671502e-10,9.93967794032017e-10,6.8259962419340285e-09,1.654241570321843e-09,9.749483596884287e-10,4.235397134319559e-09,2.6596947847557226e-07,6.764082465144982e-08,9.498561127765807e-10,3.3873835537785133e-09,4.178107097159425e-09,4.642696812978916e-09,1.9691731625821014e-08,5.87396597579482e-14,3.408254084406162e-09,0.01402446860661023,1.604352239355323e-08,294.83630020157625
729344,7.9999999999999245,27905.336084142396,15.95796279120429,69.9617721561,9.513697411252187,9.409504601546805,5.831597587816323,0.0,7.129914993438154e-11,5.980736574810612e-09,2.726173224409195e-09,1.5054436028380584e-09,2.8561657245257475e-09,3.7094398822318556e-09,7.211379818589455e-09,3.923831278590832e-09,1.96210799033254e-10,1.874094469646043e-10,2.8035066578665655e-09,7.932688038741913e-10,1.3236274231030276e-09,1.7175431351002643e-09,1.7411181265903094e-07,5.59524741434396e-08,6.501927966031907e-10,1.9551839932100597e-09,1.8406161668572215e-09,2.254994391209489e-09,1.2000307205027571e-08,3.489414113374956e-14,1.51182362584173e-09,0.008163955562662178,6.004387974601087e-09,288.9224041996719
7331dc,8.916666666666666,30285.84929971989,16.62512204808288,72.99521231299893,10.858929752166738,4.743601063835951,5.015206339101027,1.5083037232300841e-05,1.6451869107324767e-11,1.33741866926316e-09,4.802159894770318e-10,2.39484382668537e-09,4.474241446556925e-09,5.985842712872364e-09,7.207699801992894e-08,5.462859233791324e-08,1.7088323077065693e-09,3.4787877881311277e-09,1.2696218059047861e-08,5.697363223880572e-09,2.358689735810609e-09,6.861100060511291e-09,1.0954655392972554e-06,3.892787161582306e-08,5.542775133837056e-10,4.3707106769811496e-09,4.107741282431933e-09,4.685923943201837e-08,4.0491249770187576e-08,3.5125977742255365e-14,3.9265785138272725e-09,0.009279525477853965,4.868124661164589e-08,288.1620623004651
7390db,5.666666666666667,34211.95144927536,14.589599625343626,72.62317825575644,9.101512180518242,7.559054528061647,5.898802814506097,0.0,1.0717273284426551e-10,9.024087600566142e-09,3.6125916540782378e-09,5.641306914328374e-10,1.0818021556487374e-09,1.2317175389410216e-09,5.3594682709192155e-09,2.640988506521308e-09,1.7535919648781382e-10,1.4488123466641397e-10,1.3734945131834135e-09,5.361583349563655e-10,3.6304350796389336e-10,1.6080132866163795e-09,1.504826095285837e-07,5.43102967669015e-08,4.437538678323861e-10,1.0587253784284017e-09,9.436953999654356e-10,1.5518661992755494e-09,8.356109968749438e-09,3.298337848642442e-14,1.1357619423082655e-09,0.007858234823738815,1.8818643602074035e-09,287.19094293689676
7419df,5.916666666666667,31082.460077519383,15.308314220075225,75.22411981644751,10.388129913793485,7.335922101303206,5.893776113918677,0.0,1.0151929738691536e-10,8.565124958903804e-09,3.956453709831086e-09,6.677288198170556e-10,1.2643331914904505e-09,1.385682915996907e-09,5.225191829660377e-09,2.6292986727275856e-09,1.6877154830460584e-10,1.3946510444041526e-10,1.2680580572327888e-09,5.528751842735429e-10,4.738638132748281e-10,1.9148023528817128e-09,1.5243698449322585e-07,5.5777002905738813e-08,4.2783726990278206e-10,1.1238152223406583e-09,1.0446787317257106e-09,1.884405389612482e-09,9.060333919102463e-09,3.2707172642225394e-14,1.2586186096642912e-09,0.00821224195734293,1.66246630708974e-09,287.8068078845081
743031,5.9166666666667425,29076.488993710693,15.969651077206446,69.9358987296033,9.629184253144162,7.233900469266555,5.857600422975655,0.0,5.7985657791490876e-11,4.85012386197474e-09,2.0632894258408622e-09,1.4593680546356828e-09,2.627904701117615e-09,2.8083271827335542e-09,6.317552445857929e-09,3.0672681191133623e-09,1.8224462673820672e-10,1.3090239138802388e-10,2.750475286669493e-09,8.10436606976745e-10,1.02503318072293e-09,4.092323430786979e-09,1.5829037267643392e-07,5.367343763163101e-08,6.052733279965797e-10,1.6504625403721015e-09,1.590785655526372e-09,1.4920200026877216e-09,9.633789409522144e-09,3.0849897599454924e-14,1.4852941910022902e-09,0.00824869390930614,4.474616915601256e-09,288.4290235466377
744c24,5.6666666666667425,30402.681359649123,7.737987729341669,78.44101986903426,3.7105692441593843,7.8183230856116355,5.78175131388282,0.0,8.397413180064767e-11,7.1213905866947876e-09,2.889885979722318e-09,1.3417069936776676e-10,2.5121448576454e-10,2.442498612960905e-10,3.396968490132202e-09,1.489226138955037e-09,1.3486819316309097e-10,9.965349083358376e-11,6.952435018404229e-10,5.599680063364798e-10,5.084812482877914e-10,4.708889780276633e-10,1.309988815065095e-07,5.5901527867851506e-08,2.406679552901667e-10,9.314966823279162e-10,5.337899972490526e-10,2.655830754655162e-10,4.336838155347662e-09,1.7951135075837234e-14,1.2450364480191164e-09,0.005740182932867538,8.577553321793832e-10,281.4401160671494
747ab8,7.8333333333332575,30409.879749103944,8.046859992714499,78.90546742089826,4.071280851214292,7.729408463133296,5.759122519865586,0.0,7.016750192874708e-11,5.942660599877431e-09,2.227848887872812e-09,1.7284120055052338e-10,3.1331668240164535e-10,2.9976355362995453e-10,4.398106498685695e-09,2.2684198955381885e-09,1.4778440953469587e-10,1.2244322418420306e-10,8.659817726573093e-10,5.137818976008083e-10,3.088220443286105e-10,7.036993051286395e-10,1.451998128593101e-07,4.372654855113798e-08,2.149005718117916e-10,7.121814672991728e-10,7.280950831736784e-10,3.893544347258384e-09,1.4287098080341618e-08,1.6272838490705376e-14,1.1043507372822915e-09,0.005905119263969667,1.4962601839274766e-09,281.3432530981921
7486cf,2.8333333333333335,28560.316666666666,8.81177522691221,78.41716731266327,4.7463837910847255,8.119153289531546,5.775637696462919,0.0,8.921277664977516e-11,7.561695812760474e-09,2.9247260730790543e-09,1.7493656342823097e-10,3.320510335572237e-10,3.4347122991647947e-10,3.6861890781049674e-09,1.5745996677492108e-09,1.5645657369199568e-10,1.0783537617062415e-10,8.018532376599533e-10,5.594183380969585e-10,4.089834230135083e-10,4.5617983640267354e-10,1.339296551855948e-07,5.729742817015902e-08,2.584845373428406e-10,8.30801692747674e-10,5.733437102184457e-10,4.921890150108687e-10,5.566009030440132e-09,1.903967569073863e-14,1.1934169587809179e-09,0.006060381023873842,8.819591334477049e-10,282.4187569358131
749fd0,1.999999999999924,31616.334935897437,14.332178686410689,79.1061430850885,10.47264204819501,9.354566503723877,5.972622511787904,0.0,2.3157418867920627e-10,1.9584836859311597e-08,9.29779315516272e-09,2.7931784188066543e-11,5.564942804191654e-11,7.919677817369616e-11,1.3266486444394973e-09,7.317773562147046e-10,4.6494748735762136e-11,6.263810905046448e-11,7.229307044156812e-10,2.736079691626833e-10,1.201834110800437e-10,1.8816146123632837e-09,6.450511238441299e-08,4.152823143408973e-08,2.1844501448223002e-10,5.527635597437907e-10,8.747519430750894e-11,1.594116766411572e-10,1.9716537481512074e-09,1.7756908879305997e-14,3.5796250276282594e-10,0.007920724009709152,6.941448777334917e-10,287.35474046285293
75342b,1.6666666666665908,34305.6727124183,23.508713748221886,78.10041003235236,19.21789378120136,9.080929532340829,5.705314503873137,0.0,1.5277234418618167e-10,1.271287573801494e-08,8.186599417303709e-09,4.316785480216694e-10,7.959681944832448e-10,5.833743948677107e-10,1.5805890522618965e-08,1.0755383394297735e-08,5.302686733730492e-10,9.345165944849324e-10,6.639467596593286e-09,1.6500577785571296e-09,9.589356324228945e-10,3.157647246300126e-09,2.5941138398895973e-07,7.00212667467462e-08,9.766369281227699e-10,3.245761750035693e-09,4.183783842134397e-09,3.575474187512005e-09,1.8201107165856287e-08,5.687705338883527e-14,3.3517740961513056e-09,0.014075822352610817,1.5162092004814535e-08,294.91852553356244
754667,5.833333333333409,31031.702131782946,11.101554842320693,39.656138032286776,5.516352018676153,6.166876613924066,9.470598690328819,0.005948398154513082,3.745422264202797e-11,3.0458508654461533e-09,9.352006988845108e-10,6.376453352490575e-10,1.1405754629059815e-09,8.432047651229214e-10,7.136155689625267e-09,4.092941741734085e-09,2.1471539938122068e-10,2.64795839435371e-10,1.6371246178210337e-09,5.932820792998164e-10,3.026103903520191e-10,8.508226767579103e-09,1.6224018036309644e-07,5.285415417988275e-08,6.650215425641174e-10,2.3997505363036794e-09,8.903436791273444e-10,1.143497923838327e-09,9.448713737738061e-09,3.60571723258432e-14,1.7227578435121988e-09,0.009335325207278698,3.9013884674196745e-09,290.62394186433045
758e87,6.0000000000000755,32082.335740740742,14.383636304186458,73.63922842237854,9.127395273763321,7.0590957465666735,5.8963352829113695,0.0,8.906315152438656e-11,7.515323810074428e-09,3.11506550558712e-09,5.118594464827578e-10,9.70041955339617e-10,1.0613884273797371e-09,6.022497906935027e-09,3.238795012151073e-09,1.8037162510759507e-10,1.5979986880371506e-10,1.2212740958594398e-09,5.804068710058479e-10,3.689659482075748e-10,2.277480107545294e-09,1.6102477187394765e-07,4.972350012853701e-08,4.027260457988742e-10,1.176180613525553e-09,9.644977158494086e-10,1.8806485391916413e-09,9.897109725394894e-09,2.8380434602779534e-14,1.2466938261482455e-09,0.007723918296851917,1.7712208865216193e-09,286.7479736734536
759149,5.8333333333332575,33093.25372023809,12.056040627179764,79.59445866153796,8.213114697035287,7.5451261306889945,5.7644803172769175,0.0,1.547390299229426e-10,1.3132199097882499e-08,5.7298932320070976e-09,2.554978122857482e-10,4.777575567460233e-10,5.196377004697731e-10,4.7913608460919295e-09,2.4629148746137753e-09,1.5851513979974805e-10,1.3629305092986117e-10,1.1534038573629676e-09,5.278769390675929e-10,5.564097402022584e-10,1.0560964319864262e-09,1.4430862207929388e-07,4.742687155633069e-08,3.141287335123279e-10,9.309311504435793e-10,8.322090467254184e-10,2.1088544994200157e-09,1.1263941597757816e-08,2.4173456094978224e-14,8.964226045265458e-10,0.0071868912934874764,2.1021845716703855e-09,284.9672180544315
75c4ac,5.833333333333409,33185.68947368421,16.844485489333234,72.08585935256488,11.22152532457558,6.771007393761585,6.031850466808847,0.0,8.805629186490345e-11,7.401347077185933e-09,3.509020297327809e-09,6.944484341379926e-10,1.284589054478014e-09,1.3660199259931256e-09,4.4888253784517865e-09,2.269854235375953e-09,1.5274581456058585e-10,1.496947220070506e-10,1.5597899114726783e-09,5.024097282997662e-10,3.0792346524254645e-10,2.7526321297586515e-09,1.441454873058956e-07,5.780204257414004e-08,5.438583481306572e-10,1.1840198419351956e-09,1.2686773210351798e-09,1.0971824898812595e-09,7.487988563862797e-09,3.600216234756132e-14,1.2338744061987591e-09,0.008890048454930336,2.8377416139514903e-09,289.7012967694914
75f2e5,8.083333333333334,26475.025089605737,14.792694200972393,70.52513017934234,9.012316739554267,6.97853319916709,5.4808928153072065,0.0,5.3497806054951285e-11,4.447527642511284e-09,2.2155068859561555e-09,7.168795489904883e-10,1.3219215145868813e-09,1.5836863657284742e-09,4.461174577354649e-08,3.3253489795040146e-08,1.0031166992647346e-09,1.9473703116858375e-09,8.088280430737396e-09,2.677715278424934e-09,8.808336103479967e-09,2.6442661868708405e-09,5.835475457263592e-07,5.93562004325847e-08,5.807580639358477e-10,5.589401960197457e-09,2.9956389233475056e-09,1.016285002968746e-08,3.419043046370363e-08,4.461108949631354e-14,4.931486058550657e-09,0.009112405395971235,3.3397941500499384e-08,287.4484325092251
76be3d,7.416666666666667,33682.781067961165,16.76470186522,72.08338250515833,11.29833503655018,8.845748664140398,5.90119395545254,1.643214467859888e-05,9.659468769713368e-11,8.035902928722585e-09,4.040058528745327e-09,5.194210080485731e-10,9.388238430603909e-10,8.939588101396495e-10,8.788918480712579e-09,4.5249473335609266e-09,4.0232842932411784e-10,5.087000447249786e-10,3.1606060346626006e-09,8.36125714171515e-10,5.749178292441235e-10,3.1590016249574437e-09,1.8756368799597342e-07,5.9022933900074515e-08,4.621272783604712e-10,1.874924965530284e-09,1.1440799776693553e-09,3.2795877187266477e-09,1.203798181470877e-08,3.660910469877419e-14,2.0378232927392238e-09,0.009677541284075525,6.315894821558322e-09,289.02925173240027
77151b,2.916666666666591,30504.84176954732,17.901408263941644,74.17275028863097,12.571504584809482,6.749057263876541,5.6939412498744675,0.0,5.993138105995337e-11,4.956766022043392e-09,2.1358645823189767e-09,1.0461518632809348e-10,1.355771822607254e-10,1.9938293140409813e-11,1.980546819523967e-08,1.4599625230956342e-08,4.01353905697708e-10,7.58111589707728e-10,3.0244955907716897e-09,1.0194728294935477e-09,9.283643286340156e-10,8.263796306662951e-09,2.9438597118225394e-07,3.6947441259453165e-08,3.533790296548677e-10,1.957833956834068e-09,8.721710755292685e-10,3.4023315794731383e-09,1.1832669450880165e-08,6.620038453056638e-14,2.1347228012407514e-09,0.009540168208485736,1.5255258301489224e-08,289.26382673276396
774010,5.7499999999999245,25923.46351851852,16.7413829465842,68.95291328578817,10.084077113638589,7.3109701121535835,5.940672330632894,0.0,5.565043318775966e-11,4.654256319709748e-09,1.9483944849605664e-09,1.1887149130210957e-09,2.185382257958689e-09,2.5575319765458618e-09,6.23046944917712e-09,3.063007174571325e-09,1.7030482429551926e-10,1.1751219206501548e-10,2.618258088640901e-09,7.231805064726001e-10,7.579686653123436e-10,5.0412902932040985e-09,1.5799669189537148e-07,5.308935783650579e-08,5.65914691574324e-10,1.7036717846366561e-09,9.36730318173959e-10,1.5433051318389968e-09,9.566336406108463e-09,2.9588271968539614e-14,1.4330241905082716e-09,0.008214956948349084,4.842513939184359e-09,289.2030434770257
77b3ce,9.833333333333334,27499.16650485437,17.828526385078874,55.62214000062103,8.75645637169638,4.877936155089036,8.198296625899758,0.0004547096478777082,2.7383655573694668e-11,2.2318148388029125e-09,5.977217129988128e-10,3.7128911950515396e-10,6.520488059712709e-10,3.615118651517371e-10,1.6618241031082285e-08,1.2838124504189197e-08,3.4880163792352643e-10,7.207414857019233e-10,2.6746073980474353e-08,1.347847532571969e-09,1.7483305112223226e-09,2.229485836644167e-08,2.972801822008448e-07,4.6129944589747304e-08,7.2319938774487e-10,4.012495387428853e-09,1.081582845786672e-09,7.11209873235452e-09,1.5591342093142536e-08,4.048955336330654e-14,2.5544093146710845e-09,0.009156165886911587,1.198123757604907e-07,291.53424369344066
77ee55,2.0,34917.89717514125,11.271101402289277,77.58733706976662,6.900497293022935,4.703035297993139,5.7521799698655425,0.0,4.464623431823704e-11,3.757184536577978e-09,1.1816610442207002e-09,5.470969395700534e-10,1.021569728938507e-09,1.0629168363766039e-09,6.283464413488998e-09,3.4520071269697746e-09,1.776270920981826e-10,1.4314378142645352e-10,1.0262494917761791e-09,5.662507216676509e-10,5.048110774282721e-10,3.7177109178868777e-09,1.7039503452247555e-07,4.7470029228277715e-08,3.4716054928666724e-10,1.4346604366978468e-09,5.895453912297487e-10,1.1308807052433084e-09,9.290801614419634e-09,2.3769056043997608e-14,1.5792561451260186e-09,0.0067791844404102445,1.38207785919627e-09,283.3347026850276
780f16,4.833333333333409,25965.32831858407,7.854543205964169,28.00016462472191,5.472557157664666,6.9553075721415984,9.361951712445169,0.00687455849770318,6.161134999495009e-11,5.0216725899133365e-09,1.873690399012198e-09,5.634013336953125e-10,9.896049034501863e-10,3.906348564124558e-10,6.6308872913279654e-09,3.725319157657565e-09,1.935456850738664e-10,2.0099406398025224e-10,1.951012787801997e-09,6.142150300426488e-10,3.8545360469364625e-10,5.582522972652368e-09,1.5479006700797138e-07,5.425236692779653e-08,7.328364878608813e-10,2.0454149309614437e-09,1.183117121874151e-09,1.3931525638798819e-09,1.0714078017313187e-08,4.0221831120554244e-14,1.634990065741101e-09,0.011024823545903607,5.065122425180501e-09,292.21082059567135
7939dd,8.583333333333258,32214.27032520325,16.20620078695727,69.167281917753,9.675419201923543,7.501865055984575,5.921916636145088,0.0,6.416343525179685e-11,5.368623492209977e-09,2.293328159481032e-09,1.1277195430901035e-09,2.048604344187901e-09,2.2325829064962384e-09,5.626939650088275e-09,2.6256474693125534e-09,1.6645649647043592e-10,1.1436257014535434e-10,2.5902540887281172e-09,7.080418240598069e-10,6.29876389918229e-10,4.058972410967824e-09,1.501330105090496e-07,5.218591464104763e-08,5.419587802940549e-10,1.3851217563405297e-09,8.978910157099787e-10,1.3117903677106423e-09,8.50829560714615e-09,2.7798610852048244e-14,1.2766063017227946e-09,0.00819203008852918,4.201612226851107e-09,288.69358412899896
79bfa6,5.666666666666591,32253.66796296296,14.3393874427259,73.4185892294389,8.958247184343755,6.552783198921523,5.801082365900795,0.0,8.614277878331202e-11,7.264254157469164e-09,2.901884442309374e-09,4.5259228925660007e-10,8.309372195804465e-10,8.457389044571276e-10,7.1586022198094424e-09,4.1091266116324925e-09,2.1803824036201562e-10,2.642496745332506e-10,1.2293094454901286e-09,6.306410921167287e-10,4.191720466701916e-10,2.0968325393472464e-09,1.7648560421914132e-07,4.7444388238211336e-08,3.775852037427163e-10,1.270458424160482e-09,9.469283647634067e-10,2.6903404983476565e-09,1.0948536441890513e-08,2.93638112390084e-14,1.2323661344810006e-09,0.007595430751918327,1.7993980982860346e-09,286.6679496131286
7a34e0,5.9166666666667425,26970.345021645022,5.939628470363479,24.703718601950193,3.36526729497054,6.776320778425605,9.349873669865126,0.005023679869724268,3.5744570078325376e-11,2.9361227609574896e-09,1.0043813433168249e-09,3.128350562141367e-10,5.638684498212152e-10,3.9515018486778735e-10,7.0019861905652385e-09,3.87105294090878e-09,1.962384228661724e-10,1.784335860240015e-10,1.8337053978054289e-09,6.537828166796448e-10,3.95279707841603e-10,8.161794580506766e-09,1.682637405444712e-07,5.563612111657856e-08,6.005642861469485e-10,2.3046757082383374e-09,1.0208312748572556e-09,1.5170746601571793e-09,1.0655300495083414e-08,3.2529213313447094e-14,2.014835055651284e-09,0.008595120234350146,5.244605189819709e-09,288.8992260340957
7a39fc,5.2500000000000755,29381.48033707865,19.042409728115203,75.25442016993098,14.265807617857696,7.070551832635007,5.890649388260456,0.0002681759917749906,7.264850050665984e-11,5.989311669554256e-09,2.612213870257344e-09,1.3084747389061826e-10,1.7396490129202732e-10,3.482806554220081e-11,1.5939680324516523e-08,1.1115560695635794e-08,3.6719180849002253e-10,6.384915179834492e-10,4.108001008118034e-09,8.976794925829648e-10,8.243388412075454e-10,1.0721752519645922e-08,2.3092296093774742e-07,3.616561935069942e-08,4.2715931017445087e-10,1.9063423502170834e-09,7.827987370102693e-10,2.0427448253199214e-09,9.261791621625947e-09,6.970711217921606e-14,1.7567427913919778e-09,0.010743804662111979,1.1921187737478217e-08,290.9311079778097
7a627f,8.416666666666666,24856.8412,8.203332974840775,29.270950394633353,4.4442360225923405,6.443540982377212,9.418866348744055,0.0053035892429507394,4.078225270896392e-11,3.3542769535946697e-09,1.1202178302617658e-09,3.853136731002192e-10,7.006840031127387e-10,5.307042488306291e-10,7.280682613979573e-09,4.290075886331497e-09,2.0449386714212615e-10,2.440895486012598e-10,1.9559854375618164e-09,6.836274475074786e-10,4.5183833879718107e-10,8.040692391368993e-09,1.7461251369389628e-07,5.344934990697779e-08,6.314990641375424e-10,2.4747820508190153e-09,1.1046831154601553e-09,2.0206422332013312e-09,1.1751374234068789e-08,2.980624887316159e-14,2.0405948296488727e-09,0.008843783594909041,5.444683366630076e-09,290.48514726619845
7aa833,9.666666666666591,31122.05,27.830831664364037,57.36577774265611,17.032218864085465,7.100248478936871,5.343206990743028,0.0,5.294506994740508e-11,4.261619608661013e-09,1.4287472235458655e-09,6.5835835463593134e-09,1.228920347892951e-08,1.6091773060030386e-08,2.122693436462311e-08,1.2402135334882659e-08,4.933332244703555e-10,5.903542893334582e-10,6.4317247959382025e-09,2.845774494175999e-09,8.519159117093495e-09,2.7149761593847996e-09,3.222532427203876e-07,9.197490911538856e-08,1.9505564546823428e-09,6.78491615654046e-09,8.20559195648343e-09,1.816382914387217e-09,1.761614055415801e-08,8.257240334538046e-14,5.512951356262813e-09,0.013299939578124448,9.197344969074822e-09,300.0756950834908
7b0769,6.833333333333333,29962.043365695794,22.838848372963554,73.28304020079209,17.24742493946577,6.809129545011769,5.914113569004166,5.231063158103927e-07,8.910078815591752e-11,7.23143012978122e-09,2.309511555664731e-09,1.7873788874201357e-10,2.8597724893943103e-10,7.017058976146666e-11,1.35684909195738e-08,9.625216102617391e-09,3.348100156314354e-10,5.357744603317458e-10,1.6047939582633495e-09,8.757816787330909e-10,9.635204627156974e-10,1.2335907737005444e-08,2.008226443692063e-07,3.732374059589704e-08,7.851914580959312e-10,3.1066004041626327e-09,5.452951631542533e-10,1.7006702328914573e-09,8.095305125272848e-09,3.803239935971335e-14,1.6369114411664275e-09,0.012844585061072847,4.741431381797533e-09,295.5794753519781
7b3a56,5.5,34072.269672131144,17.573640654812106,72.01173190244737,11.980348979303834,7.437162495266482,6.018586119552338,0.0,9.207258538004352e-11,7.728092146657947e-09,3.7202919777228925e-09,1.0552867442934917e-09,1.9068655733475375e-09,2.0632802602294573e-09,5.494540831456792e-09,2.9452529531777223e-09,1.8876726862969306e-10,2.1597987275498694e-10,1.947726239104203e-09,6.551956504981949e-10,6.301201058738818e-10,2.0569017169202833e-09,1.5591463527239018e-07,5.831069295902058e-08,5.819646106261836e-10,1.2387474262936676e-09,1.6189258512398495e-09,1.655585380733313e-09,8.785198897204496e-09,3.8520758707253515e-14,1.1977173083273884e-09,0.009466362352450382,3.458595006178339e-09,290.2702056217374
7b5150,6.083333333333409,28732.25792682927,11.711148637313961,80.3295137503009,8.014573843041719,7.55377228640995,5.764955727791927,0.0,1.7047668156060112e-10,1.4463991105527995e-08,6.272806761483951e-09,2.1272377359412554e-10,3.984278866769309e-10,4.1705307227684524e-10,4.470068888228591e-09,2.2347284858293375e-09,1.5511653409775445e-10,1.267966978029597e-10,9.966438304999145e-10,5.403704706383433e-10,6.023363464588524e-10,6.849193378975566e-10,1.403574858882612e-07,4.732722464720314e-08,2.7089257290806217e-10,9.036410294461442e-10,7.220972169133212e-10,2.3166416443234392e-09,1.141626340951965e-08,2.3239851339320206e-14,8.19837089950057e-10,0.0070162128184109735,1.7456410642202403e-09,284.78906088376567
7befa2,5.833333333333333,30850.46716666667,11.25502755969067,40.21125816439558,6.496956898160594,6.260022043624893,9.571015357319673,0.005616429401381088,4.7629357783362314e-11,3.872169879451523e-09,1.3982649424961713e-09,6.095905189223147e-10,1.0614613479007258e-09,5.833529521667056e-10,6.279739490853243e-09,3.504725246212953e-09,1.6575618159125996e-10,1.6649664802026497e-10,1.7647250060565369e-09,5.441403619923998e-10,2.895615446939348e-10,6.8141260645673325e-09,1.5196210170232768e-07,5.240706622937444e-08,6.555109407120413e-10,2.228353764659105e-09,8.858701982601934e-10,1.1392430542272724e-09,9.76401712366405e-09,3.4124327374480597e-14,1.7254033843733476e-09,0.009869351433498942,4.2613772856259125e-09,291.0517634767777
7c2a6f,3.750000000000076,32648.136036036038,9.026852231372617,69.2927219607906,4.335097636034587,7.407280909605109,12.645080545386213,0.0005464316118654658,2.984409717243036e-11,2.4647892102203594e-09,8.454075848174273e-10,1.7503714549393105e-10,3.1314642197461053e-10,1.7916452013398186e-10,7.328276474500441e-09,3.789092042012313e-09,2.216646882997143e-10,1.3952627370562673e-10,1.4975290065730766e-09,6.070185778932115e-10,6.332302662740336e-10,2.0560989169653817e-09,1.630101935023187e-07,5.07899928259249e-08,3.9981625978841046e-10,1.4224561599333678e-09,6.914040965496152e-10,1.195510646930725e-09,8.396157507884002e-09,2.7954934947998076e-14,1.4063072250305426e-09,0.006996193095258921,3.3448194436930827e-09,283.63480301580074
7c3960,5.8333333333332575,32597.869858156027,9.241436106541851,78.09025099565305,5.158748820953075,8.414826862883448,5.789695502278693,0.0,1.0502926407080567e-10,8.910313681180783e-09,3.563712102086976e-09,1.504588388825867e-10,2.8021330426929113e-10,2.641319592668366e-10,3.786636891484075e-09,1.6449669018018227e-09,1.508101232948314e-10,1.1330976419255405e-10,8.433105258704462e-10,5.56255212666713e-10,5.20529810389679e-10,3.7998038519194377e-10,1.3419342483824002e-07,5.314435791602562e-08,2.3597793743906616e-10,8.801528141209979e-10,6.048157875445096e-10,5.872254787249696e-10,6.450999925874519e-09,2.0532514937390688e-14,1.143623917586914e-09,0.006080169653920266,1.1248317110543692e-09,282.50735671979317
7c4455,5.833333333333333,28415.273125,23.06892629703369,73.58745693019183,17.51402299840468,6.747508415799665,5.934908443024643,0.0,7.678177072809024e-11,6.21614843409079e-09,1.8442599489765021e-09,1.9313697495511197e-10,3.067313883668348e-10,6.85868145490582e-11,1.3679950412532557e-08,9.517626019510725e-09,3.4919593132159604e-10,5.270682863725505e-10,1.4832227944685934e-09,8.977920541984141e-10,9.40062965020625e-10,1.4818496867114792e-08,2.0513902709424397e-07,3.628591838337076e-08,8.107397361345351e-10,3.1701480125636704e-09,4.650143613827408e-10,1.8196209726680694e-09,7.595830243620658e-09,3.434186673178985e-14,1.5524281318943103e-09,0.012769007500827434,4.384682645964163e-09,295.79628272728553
